Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGpct,Threes,ThreesA,Threepct,Twos,TwosA,Twopct,eFGpct,FT,FTA,FTpct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlayerID
483,Daniel Theis,C,31,TOT,30,1,16.8,2.6,5,51.3%,0.4,1,44.8%,2.1,4,0.529,55.7%,0.9,1.2,73.0%,1.6,2,3.6,0.8,0.5,0.9,0.7,2.3,6.5,theisda01
484,Daniel Theis,C,31,IND,1,0,8,1,4,25.0%,0,1,0.0%,1,3,0.333,25.0%,0,0,0.0%,0,0,0,0,0,0,0,1,2,theisda01
485,Daniel Theis,C,31,LAC,29,1,17.1,2.6,5,52.1%,0.4,1,46.4%,2.2,4.1,0.534,56.5%,0.9,1.3,73.0%,1.7,2.1,3.8,0.9,0.5,0.9,0.7,2.3,6.6,theisda01
486,Cam Thomas,SG,22,BRK,31,20,28.5,7.4,17.3,42.6%,1.9,5.5,34.7%,5.5,11.8,0.463,48.1%,3.6,4.4,81.0%,0.3,2.3,2.5,2.2,0.5,0.3,1.5,1.9,20.2,thomaca02
487,Amen Thompson,SF,21,HOU,21,0,15.5,2.3,5,45.7%,0.2,1.3,14.8%,2.1,3.7,0.564,47.6%,1.1,1.7,63.9%,0.8,2.7,3.5,1.8,0.9,0.2,1.2,1.8,5.9,thompam01
488,Ausar Thompson,SF,21,DET,41,24,23.7,3.4,7.4,45.5%,0.2,1.7,13.0%,3.1,5.7,0.551,47.0%,1.2,1.9,65.4%,2.1,4.7,6.8,2,0.9,1,1.4,3,8.2,thompau01
489,Klay Thompson,SF,33,GSW,39,39,30.4,6,14.2,42.4%,3.3,8.6,38.6%,2.7,5.6,0.484,54.2%,1.9,2.1,90.2%,0.6,2.9,3.5,2.4,0.5,0.5,1.7,1.8,17.3,thompkl01
490,Tristan Thompson,PF,32,CLE,34,0,12.1,1.6,2.5,66.7%,0,0,0.0%,1.6,2.5,0.667,66.7%,0.4,1.2,32.5%,1.7,2.1,3.8,1.1,0.2,0.3,0.6,1.4,3.7,thomptr01
491,JT Thor,PF,21,CHO,32,1,14.7,1.3,3.7,33.9%,0.5,1.6,29.4%,0.8,2.1,0.373,40.3%,0.1,0.2,42.9%,1.1,1.7,2.7,0.4,0.2,0.4,0.3,1.1,3.1,thorjt01
492,Matisse Thybulle,SF,26,POR,38,13,22.7,1.9,4.7,41.3%,1.4,3.8,37.1%,0.6,0.9,0.583,56.1%,0.3,0.4,78.6%,0.4,1.6,2,1.1,1.6,0.8,0.5,1.2,5.6,thybuma01
493,Xavier Tillman Sr.,C,25,MEM,29,12,20.7,2.7,6.4,41.2%,0.4,1.7,22.4%,2.3,4.8,0.478,44.1%,0.4,1.1,39.4%,1.7,3.1,4.8,1.7,1.2,1,0.9,1.6,6.1,tillmxa01
494,Jacob Toppin,SF,23,NYK,3,0,1.3,0,0,0.0%,0,0,0.0%,0,0,0,0.0%,0,0,0.0%,0,0,0,0.3,0,0.3,0,0,0,toppija01
495,Obi Toppin,PF,25,IND,41,28,23.6,4.5,7.6,59.2%,1.4,3.3,42.3%,3.1,4.2,0.724,68.5%,1.1,1.4,78.0%,1,2.9,4,1.6,0.5,0.5,0.7,2.1,11.5,toppiob01
496,Juan Toscano-Anderson,SF,30,SAC,11,0,4.8,0.3,1.1,25.0%,0.1,0.4,25.0%,0.2,0.7,0.25,29.2%,0,0,0.0%,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1,0.6,toscaju01
497,Karl-Anthony Towns,PF,28,MIN,40,40,32.8,7.8,15.1,51.2%,2.1,4.7,43.4%,5.7,10.4,0.548,58.0%,4.1,4.6,89.1%,1.5,7.3,8.8,3.1,0.8,0.5,2.8,3.4,21.6,townska01
498,Gary Trent Jr.,SG,25,TOR,37,7,25.9,4.3,10.1,42.1%,2.3,5.5,41.2%,2,4.6,0.433,53.3%,0.8,1.2,65.1%,0.3,1.9,2.2,1.6,0.8,0.1,0.6,1.1,11.6,trentga02
499,Oscar Tshiebwe,PF,24,IND,6,0,5.7,1.3,2.7,50.0%,0,0,0.0%,1.3,2.7,0.5,50.0%,0.8,1,83.3%,1,1,2,0.3,0.3,0,0,0.2,3.5,tshieos01
500,P.J. Tucker,PF,38,TOT,15,3,15.9,0.4,1.3,31.6%,0.3,1.1,31.3%,0.1,0.2,0.333,44.7%,0.2,0.2,100.0%,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3,tuckepj01
501,P.J. Tucker,PF,38,PHI,3,3,22,0.7,1.7,40.0%,0.7,1.7,40.0%,0,0,0,60.0%,0,0,0.0%,0.3,4.3,4.7,0,1,0.7,0.7,3,2,tuckepj01
502,P.J. Tucker,PF,38,LAC,12,0,14.4,0.3,1.2,28.6%,0.3,0.9,27.3%,0.1,0.3,0.333,39.3%,0.3,0.3,100.0%,1.3,1.2,2.4,0.7,0.5,0.1,0.2,2.2,1.2,tuckepj01
503,Myles Turner,C,27,IND,40,40,27.5,6.2,11.7,52.8%,1.3,4,32.9%,4.9,7.8,0.629,58.3%,3.5,4.4,80.1%,1.8,5.4,7.1,1.3,0.6,1.9,1.5,3.2,17.2,turnemy01
504,Hunter Tyson,PF,23,DEN,8,0,2.5,0.1,0.5,25.0%,0,0.4,0.0%,0.1,0.1,1,25.0%,0,0,0.0%,0,0.6,0.6,0.1,0,0,0,0.6,0.3,tysonhu01
505,Stanley Umude,SG,24,DET,15,0,10.3,1.3,2.9,45.5%,0.9,1.8,51.9%,0.4,1.1,0.353,61.4%,1.4,1.5,91.3%,0.2,1.7,1.9,0.5,0.3,0.3,0.7,1.6,5,umudest01
506,Jonas Valančiūnas,C,31,NOP,42,42,26.6,5.4,9.5,56.9%,0.7,1.8,37.8%,4.7,7.7,0.612,60.4%,2.4,2.9,80.5%,2.5,7,9.5,2.3,0.5,1.2,1.4,3.1,13.8,valanjo01
507,Jarred Vanderbilt,PF,24,LAL,21,5,19,1.2,3,40.6%,0.1,1,15.0%,1.1,2.1,0.523,43.0%,0.5,0.9,57.9%,1.3,3.2,4.5,1,0.9,0.1,0.7,1.6,3.1,vandeja01
508,Fred VanVleet,PG,29,HOU,39,39,37.1,5.6,13.9,40.6%,3.1,7.9,39.4%,2.5,6,0.421,51.8%,2.8,3.3,86.7%,0.4,3.4,3.7,8.6,1,0.7,1.6,2.1,17.2,vanvlfr01
509,Devin Vassell,SG,23,SAS,35,29,30.6,6.5,14.3,45.4%,2.4,6.8,35.3%,4.1,7.5,0.546,53.8%,2.3,2.9,82.0%,0.4,3,3.4,3.2,1.2,0.2,1.2,1,17.7,vassede01
510,Sasha Vezenkov,PF,28,SAC,32,0,12.9,2.2,4.8,44.8%,1.1,2.9,36.6%,1.1,1.9,0.574,55.8%,0.2,0.3,70.0%,0.9,1.7,2.6,0.4,0.5,0.2,0.3,0.9,5.6,vezenal01
511,Gabe Vincent,PG,27,LAL,5,0,25.4,2.4,6.4,37.5%,0.4,3.4,11.8%,2,3,0.667,40.6%,0.2,0.4,50.0%,0.4,0.6,1,3,1.2,0,0.4,2.4,5.4,vincega01
512,Nikola Vučević,C,33,CHI,38,36,33.8,7.3,15.7,46.6%,1.1,4.1,26.6%,6.2,11.6,0.535,50.0%,1.3,1.6,86.4%,2.7,7.9,10.5,3.5,0.8,0.8,1.6,2.6,17,vucevni01
513,Dean Wade,PF,27,CLE,32,25,21.9,1.8,4.4,39.4%,1.4,3.8,36.4%,0.4,0.7,0.571,54.9%,0.5,0.6,78.9%,0.9,3.6,4.5,0.9,0.9,0.3,0.5,2.1,5.3,wadede01
514,Franz Wagner,SF,22,ORL,34,34,33.4,7.7,16.5,46.7%,1.4,4.8,28.8%,6.3,11.7,0.54,50.9%,4.1,4.8,85.2%,1.1,4.8,5.9,3.9,1.1,0.4,1.9,2.3,20.9,wagnefr01
515,Moritz Wagner,C,26,ORL,39,1,19.5,4.5,7.5,59.4%,0.5,1.8,30.0%,3.9,5.7,0.686,63.0%,2.1,2.6,79.2%,1.6,3.1,4.7,1.3,0.5,0.3,1.3,2.3,11.5,wagnemo01
516,Ish Wainright,SF,29,POR,7,0,6.6,0.9,2.6,33.3%,0.9,2.3,37.5%,0,0.3,0,50.0%,0.3,0.3,100.0%,0,1.3,1.3,0,0.3,0.1,0.1,0.6,2.9,wainris01
517,Jabari Walker,SF,21,POR,36,2,19.8,2.9,6,48.8%,0.6,1.8,30.3%,2.4,4.2,0.57,53.5%,1.8,2.4,76.5%,1.8,4,5.8,0.8,0.7,0.4,0.9,2.3,8.3,walkeja01
518,Jarace Walker,PF,20,IND,14,0,10.4,1.7,4.1,41.4%,0.7,1.9,37.0%,1,2.2,0.452,50.0%,0.4,0.5,85.7%,0.4,1,1.4,1.4,0.6,0.4,0.5,1.1,4.6,walkeja02
519,Lonnie Walker IV,SG,25,BRK,22,0,19.4,4.6,9.5,48.1%,2.3,5.1,45.5%,2.3,4.5,0.51,60.2%,1.3,1.7,76.3%,0.2,2.2,2.4,1.4,0.6,0.4,1.3,1,12.8,walkelo01
520,Cason Wallace,SG,20,OKC,41,7,21.5,2.6,5.2,50.9%,1.1,2.7,41.4%,1.5,2.5,0.614,61.8%,0.5,0.6,82.6%,0.6,1.6,2.2,1.4,0.7,0.5,0.5,1.7,6.9,wallaca01
521,Jordan Walsh,SF,19,BOS,1,0,3,0,1,0.0%,0,1,0.0%,0,0,0,0.0%,0,0,0.0%,0,4,4,0,0,0,0,0,0,walshjo01
522,P.J. Washington,PF,25,CHO,32,13,28.5,4.7,11.3,41.9%,1.7,5.6,30.9%,3,5.7,0.527,49.6%,1.4,1.9,73.8%,1.3,3.9,5.3,2.3,0.9,0.8,1.4,2.5,12.6,washipj01
523,TyTy Washington Jr.,PG,22,MIL,2,0,3,0.5,1.5,33.3%,0.5,1,50.0%,0,0.5,0,50.0%,0,0,0.0%,0,0.5,0.5,0,0.5,0,1,0,1.5,washity02
524,Yuta Watanabe,SF,29,PHO,25,0,14.6,1.2,3.7,33.7%,0.9,2.9,31.5%,0.3,0.8,0.421,46.2%,0.4,0.6,66.7%,0.4,1.3,1.7,0.4,0.3,0.3,0.6,1.3,3.8,watanyu01
525,Lindy Waters III,SG,26,OKC,15,0,7.5,1.1,2.5,42.1%,1,2.4,41.7%,0.1,0.1,0.5,61.8%,0,0,0.0%,0.1,0.7,0.8,0.7,0,0.1,0.1,0.7,3.1,waterli01
526,Trendon Watford,PF,23,BRK,29,0,12.6,2.4,4.5,54.6%,0.3,0.9,38.5%,2.1,3.6,0.587,58.5%,0.8,1,82.8%,0.9,2.1,3,1.7,0.5,0.2,0.8,1.7,6.1,watfotr01
527,Peyton Watson,SF,21,DEN,40,2,17.4,2.6,5.4,47.7%,0.7,2,35.4%,1.9,3.4,0.548,54.2%,1,1.4,71.4%,0.6,2.1,2.7,1,0.5,0.8,0.5,1.7,6.8,watsope01
528,Victor Wembanyama,C,20,SAS,35,35,28.5,7.3,15.9,46.1%,1.5,5,29.3%,5.9,10.9,0.538,50.7%,3.7,4.6,80.6%,2.1,8,10.1,2.9,1.1,3.1,3.2,2.3,19.8,wembavi01
529,Blake Wesley,SG,20,SAS,19,0,9,1.1,2.4,45.7%,0,0.5,0.0%,1.1,1.9,0.583,45.7%,0.4,0.9,47.1%,0.2,0.7,0.9,1.8,0.3,0.1,0.4,1.3,2.6,weslebl01
530,Russell Westbrook,PG,35,LAC,40,10,23.1,4.4,9.5,45.8%,0.7,2.3,28.0%,3.7,7.2,0.516,49.2%,1.5,2.3,65.6%,1.6,4.3,5.8,4.7,1.1,0.4,2.2,1.9,10.9,westbru01
531,Coby White,PG,23,CHI,43,43,35.4,6.6,14.6,45.4%,2.8,7.1,39.7%,3.8,7.5,0.508,55.1%,2.5,3.1,81.3%,0.5,4,4.5,4.9,0.7,0.3,2.1,2.4,18.6,whiteco01
532,Derrick White,SG,29,BOS,37,37,32,5.4,11.4,47.0%,2.6,6.4,41.2%,2.7,4.9,0.546,58.7%,2.5,2.8,90.3%,0.7,3.3,3.9,4.9,1.1,1.1,1.7,2.2,15.9,whitede01
533,Cam Whitmore,SF,19,HOU,17,0,14.2,3.4,6.9,49.6%,1.1,3,37.3%,2.3,3.9,0.591,57.7%,1.2,1.8,66.7%,0.5,2.5,3,0.3,0.8,0.1,0.6,1.4,9.1,whitmca01
534,Aaron Wiggins,SG,25,OKC,38,0,12.6,1.9,3.3,57.1%,0.5,1,48.6%,1.4,2.3,0.607,64.3%,0.6,0.8,75.9%,0.6,1.6,2.2,0.9,0.5,0.1,0.5,1.2,4.8,wiggiaa01
535,Andrew Wiggins,SF,28,GSW,36,25,26.3,4.6,10.9,42.2%,0.9,3.2,29.6%,3.6,7.7,0.475,46.5%,1.8,2.6,68.5%,1.8,2.4,4.2,1.5,0.3,0.4,1.4,2.3,11.9,wiggian01
536,Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,40.0%,0,0.7,0.0%,0.7,1,0.667,40.0%,0.7,0.7,100.0%,0,0,0,0,0,0,0.3,0.3,2,wiggili01
537,Brandon Williams,PG,24,DAL,5,0,6,1.2,2.2,54.5%,0.4,0.6,66.7%,0.8,1.6,0.5,63.6%,0.4,1,40.0%,0.4,0.6,1,1.2,0.2,0.2,0.4,0.2,3.2,willibr03
538,Grant Williams,PF,25,DAL,38,27,26.8,2.8,6.8,41.3%,1.7,4.6,36.9%,1.1,2.2,0.506,53.9%,0.8,1.2,70.5%,1,2.5,3.5,1.7,0.5,0.6,1,2.9,8.2,willigr01
539,Jalen Williams,PF,22,OKC,38,38,32,7.3,13.1,55.5%,1.4,3.1,46.6%,5.9,10.1,0.582,60.9%,2.8,3.4,82.8%,0.5,3.6,4.1,4.5,1.1,0.5,1.9,2.7,18.8,willija06
540,Jaylin Williams,C,21,OKC,33,0,11.5,1.2,3.1,37.6%,0.7,2,34.3%,0.5,1,0.441,49.0%,0.4,0.5,93.3%,0.5,2.6,3.1,1.3,0.4,0.2,0.4,1.5,3.4,willija07
541,Jeenathan Williams,SG,24,HOU,6,0,6,1.3,2.7,50.0%,0,0.3,0.0%,1.3,2.3,0.571,50.0%,0.7,0.8,80.0%,0.5,0,0.5,0.5,0.3,0,0.2,0.7,3.3,willije02
542,Kenrich Williams,PF,29,OKC,30,0,15.5,1.8,3.9,47.4%,0.8,2,41.0%,1,1.8,0.545,58.2%,0.1,0.3,30.0%,0.7,2.2,2.9,1.6,0.6,0.1,0.4,1.5,4.6,willike04
543,Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,64.9%,0,0,0.0%,5.2,7.9,0.649,64.9%,2.4,3.4,71.9%,4,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7,willima07
544,Patrick Williams,PF,22,CHI,40,27,27.3,3.7,8.2,45.3%,1.3,3.2,41.4%,2.4,5,0.477,53.4%,1.2,1.5,76.7%,1.1,2.7,3.8,1.6,0.9,0.8,1.3,1.9,9.9,willipa01
545,Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,65.4%,0,0,0.0%,2.8,4.3,0.654,65.4%,1.2,1.5,77.8%,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,williro04
546,Vince Williams Jr.,SG,23,MEM,31,12,23.4,2.1,5.4,38.6%,1.3,3.8,35.0%,0.7,1.6,0.469,50.9%,1.5,1.8,83.9%,1.3,4,5.3,2.1,0.7,0.6,1.1,2.4,7,willivi01
547,Ziaire Williams,SF,22,MEM,39,9,18.8,2.8,7,39.7%,1.2,3.5,32.8%,1.6,3.5,0.467,48.0%,1.1,1.3,80.8%,0.7,2.7,3.4,1.3,0.6,0.2,1.2,1.6,7.8,willizi02
548,Zion Williamson,PF,23,NOP,34,34,30.3,8.6,14.8,58.6%,0.1,0.3,33.3%,8.6,14.5,0.59,58.9%,4.6,6.9,66.0%,1.8,3.9,5.8,4.7,1,0.4,2.6,2.6,21.9,willizi01
549,Jalen Wilson,PF,23,BRK,11,0,9.5,1.5,2.9,50.0%,0.2,0.7,25.0%,1.3,2.2,0.583,53.1%,1.4,1.4,100.0%,1.4,0.8,2.2,0.8,0.3,0.1,0.3,0.8,4.5,wilsoja03
550,Dylan Windler,SF,27,TOT,4,0,3,0.5,0.8,66.7%,0.5,0.8,66.7%,0,0,0,100.0%,0,0,0.0%,0,0.3,0.3,0.5,0,0,0,0.5,1.5,windldy01
551,Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,50.0%,0.3,0.7,50.0%,0,0,0,75.0%,0,0,0.0%,0,0.3,0.3,0.3,0,0,0,0.3,1,windldy01
552,Dylan Windler,SF,27,LAL,1,0,5,1,1,100.0%,1,1,100.0%,0,0,0,150.0%,0,0,0.0%,0,0,0,1,0,0,0,1,3,windldy01
553,James Wiseman,C,22,DET,28,0,15,2.8,4,68.1%,0,0.1,0.0%,2.8,4,0.694,68.1%,0.8,1.2,61.8%,1.5,2.8,4.3,0.6,0.1,0.7,0.9,2,6.3,wisemja01
554,Christian Wood,PF,28,LAL,36,1,19,2.7,5.6,47.8%,0.8,2.5,33.0%,1.8,3.1,0.6,55.2%,1.4,2,69.0%,0.9,4.8,5.6,1,0.2,0.7,1.2,1.5,7.5,woodch01
555,Delon Wright,PG,31,WAS,19,0,16.9,1.6,4.4,36.1%,0.6,1.5,37.9%,1,2.8,0.352,42.8%,1.1,1.3,80.0%,0.4,1.7,2.2,3.3,1.4,0.2,0.5,0.9,4.8,wrighde01
556,Thaddeus Young,PF,35,TOR,14,3,11.3,1.5,2.9,51.2%,0.1,0.3,25.0%,1.4,2.6,0.541,52.4%,0.1,0.4,40.0%,0.8,1.5,2.3,1.9,0.7,0.1,0.5,1.4,3.2,youngth01
557,Trae Young,PG,25,ATL,38,38,36.5,8.4,19.9,42.1%,3.3,9.2,35.9%,5.1,10.7,0.474,50.4%,7.2,8.4,85.8%,0.5,2.5,3.1,10.9,1.4,0.2,4.3,2,27.2,youngtr01
558,Omer Yurtseven,C,25,UTA,24,6,10.7,1.6,3.2,50.0%,0.1,0.6,20.0%,1.5,2.5,0.574,52.0%,0.3,0.4,60.0%,1.5,2.8,4.3,0.5,0.2,0.4,0.9,1.4,3.5,yurtsom01
559,Cody Zeller,C,31,NOP,29,0,8.8,0.7,1.7,38.8%,0,0.1,33.3%,0.6,1.6,0.391,39.8%,0.7,1.1,60.6%,1.2,1.6,2.8,1.1,0.1,0.1,0.4,1.2,2,zelleco01
560,Ivica Zubac,C,26,LAC,38,38,27.1,5.3,8.1,65.5%,0,0,0.0%,5.3,8.1,0.655,65.5%,1.8,2.8,64.8%,3.3,6.5,9.7,1.3,0.2,1.4,1.1,2.9,12.4,zubaciv01
